,index,Term,LoanStatus,BorrowerRate,ProsperRating (numeric),ProsperRating (Alpha),ProsperScore,ListingCategory (numeric),EmploymentStatus,BorrowerState,Occupation,IsBorrowerHomeowner,DelinquenciesLast7Years,StatedMonthlyIncome,TotalProsperLoans,LoanOriginalAmount,LoanOriginationDate,LoanNumber,LoanOriginationQuarter,Recommendations,CurrentDelinquencies,Investors
69970,93868,36,Defaulted,0.275,3.0,D,6.0,Business,Employed,VA,Other,True,0.0,7083.333333,0.0,4000,2010-11-19,45453,Q4 2010,0,0.0,79
69971,93870,60,Completed,0.2468,4.0,C,7.0,Home Improvement,Employed,FL,Architect,True,4.0,11000.0,0.0,15000,2012-02-22,60797,Q1 2012,0,0.0,221
69972,93872,36,Defaulted,0.2574,3.0,D,2.0,Business,Self-employed,WA,Skilled Labor,False,0.0,3166.666667,2.0,10000,2011-10-31,55331,Q4 2011,1,0.0,29
69976,93882,36,Defaulted,0.3177,1.0,HR,4.0,Business,Self-employed,OH,Other,False,3.0,5416.666667,0.0,4000,2012-05-24,66605,Q2 2012,0,0.0,8
69979,93887,36,Completed,0.092,6.0,A,8.0,Debt Consolidation,Employed,MI,Other,False,0.0,1833.333333,0.0,5000,2010-02-25,41011,Q1 2010,0,0.0,140
69987,93900,36,Completed,0.1734,4.0,C,6.0,Business,Self-employed,IL,Skilled Labor,False,0.0,2500.0,0.0,3500,2012-09-10,73620,Q3 2012,0,0.0,25
69988,93901,36,Completed,0.275,3.0,D,9.0,Home Improvement,Employed,OH,Other,False,21.0,5416.666667,0.0,5000,2010-09-20,44426,Q3 2010,0,0.0,153
69991,93906,36,Defaulted,0.2199,3.0,D,5.0,Debt Consolidation,Employed,NV,Other,False,0.0,7083.333333,1.0,12500,2011-04-26,48758,Q2 2011,0,1.0,137
69993,93908,36,Completed,0.1485,5.0,B,8.0,Debt Consolidation,Employed,FL,Computer Programmer,True,0.0,4708.333333,1.0,9500,2010-04-30,42226,Q2 2010,0,0.0,421
69994,93909,60,Defaulted,0.1845,5.0,B,8.0,Business,Employed,MT,Truck Driver,False,0.0,6666.666667,0.0,15000,2012-01-26,59437,Q1 2012,0,0.0,134
69995,93910,36,Completed,0.0799,7.0,AA,10.0,Debt Consolidation,Employed,TX,Analyst,True,0.0,8000.0,1.0,2000,2011-09-27,53742,Q3 2011,0,0.0,31
69998,93913,36,Completed,0.2124,4.0,C,2.0,Debt Consolidation,Employed,TX,Realtor,True,3.0,8750.0,0.0,15000,2013-08-23,99710,Q3 2013,0,0.0,1
69999,93915,36,Completed,0.0777,7.0,AA,10.0,Other,Employed,FL,Teacher,True,0.0,5416.666667,0.0,1000,2009-11-27,39672,Q4 2009,0,0.0,37
70001,93917,36,Completed,0.1902,4.0,C,5.0,Other,Employed,CA,Professional,False,0.0,8333.333333,3.0,2500,2012-06-06,67368,Q2 2012,0,0.0,44
70002,93918,36,Defaulted,0.162,4.0,C,5.0,Other,Employed,CA,Military Enlisted,False,35.0,7416.666667,0.0,18000,2014-01-06,124871,Q1 2014,0,0.0,1
70003,93919,36,Completed,0.3199,2.0,E,5.0,Debt Consolidation,Employed,PA,Other,True,23.0,3333.333333,0.0,4500,2011-04-28,48919,Q2 2011,0,1.0,42
70007,93923,36,Completed,0.275,3.0,D,6.0,Other,Employed,TX,Analyst,False,6.0,7083.333333,0.0,3500,2010-09-23,44504,Q3 2010,0,0.0,61
70010,93929,36,Defaulted,0.2699,3.0,D,6.0,Business,Employed,SC,Sales - Retail,True,38.0,2325.0,0.0,2000,2011-08-23,52417,Q3 2011,0,5.0,1
70011,93930,60,Completed,0.2489,4.0,C,6.0,Other,Other,FL,Other,False,3.0,1500.0,0.0,15000,2012-07-09,69353,Q3 2012,0,7.0,267
70013,93932,36,Completed,0.2511,3.0,D,5.0,Other,Employed,MD,Sales - Commission,False,4.0,6666.666667,0.0,10000,2011-12-16,57553,Q4 2011,0,2.0,2
70014,93933,36,Completed,0.1515,5.0,B,8.0,Debt Consolidation,Employed,FL,Sales - Commission,True,0.0,7083.333333,0.0,12000,2010-10-26,44990,Q4 2010,0,0.0,316
70021,93943,36,Completed,0.3199,2.0,E,5.0,Debt Consolidation,Employed,SC,Other,False,0.0,3750.0,0.0,7500,2011-04-15,48551,Q2 2011,0,0.0,165
70025,93947,36,Defaulted,0.2452,3.0,D,6.0,Other,Employed,IL,Truck Driver,False,46.0,4000.0,0.0,2000,2012-02-28,61361,Q1 2012,0,0.0,10
70026,93948,36,Completed,0.3177,1.0,HR,3.0,Debt Consolidation,Self-employed,NY,Other,False,0.0,6250.0,0.0,4000,2012-01-26,59458,Q1 2012,0,0.0,3
70029,93952,60,Completed,0.2209,4.0,C,5.0,Debt Consolidation,Employed,KS,Retail Management,True,12.0,3774.166667,0.0,7500,2013-03-22,86957,Q1 2013,0,1.0,122
70030,93953,36,Completed,0.0785,7.0,AA,10.0,Business,Employed,MD,Professional,True,0.0,9458.333333,2.0,11001,2010-10-21,44911,Q4 2010,0,0.0,252
70034,93957,36,Completed,0.2899,2.0,E,1.0,Debt Consolidation,Employed,WA,Accountant/CPA,True,0.0,7791.666667,1.0,7500,2011-05-23,49604,Q2 2011,0,0.0,28
70037,93961,60,Defaulted,0.1799,5.0,B,8.0,Other,Employed,WA,Other,False,10.0,11833.333333,0.0,13102,2011-05-19,49508,Q2 2011,0,0.0,193
70038,93962,36,Completed,0.334,2.0,E,9.0,Debt Consolidation,Employed,CA,Computer Programmer,False,1.0,6666.666667,1.0,3500,2010-03-18,41258,Q1 2010,0,0.0,82
70039,93963,36,Completed,0.2511,3.0,D,6.0,Debt Consolidation,Employed,NY,Accountant/CPA,False,0.0,7916.666667,0.0,4000,2011-12-23,57957,Q4 2011,0,0.0,8
70040,93965,36,Completed,0.1734,4.0,C,7.0,Home Improvement,Employed,MD,Other,True,0.0,5949.916667,0.0,2400,2013-05-01,89503,Q2 2013,0,0.0,6
70045,93974,60,Completed,0.2468,4.0,C,7.0,Debt Consolidation,Employed,WI,Other,True,0.0,3750.0,0.0,15000,2012-03-13,61938,Q1 2012,0,0.0,63
70048,93978,36,Completed,0.33,1.0,HR,4.0,Debt Consolidation,Employed,GA,Computer Programmer,True,0.0,8333.333333,1.0,5975,2010-06-02,42776,Q2 2010,0,0.0,175
70049,93979,36,Completed,0.3199,2.0,E,4.0,Auto,Employed,MO,Professional,True,0.0,7250.0,0.0,5000,2011-08-15,52198,Q3 2011,0,0.0,75
70052,93983,36,Defaulted,0.1485,5.0,B,5.0,Debt Consolidation,Other,NY,,False,0.0,3166.666667,0.0,10000,2013-10-04,104830,Q4 2013,0,0.0,176
70053,93984,36,Completed,0.3177,1.0,HR,5.0,Other,Employed,ID,Skilled Labor,True,0.0,2666.666667,0.0,4000,2012-04-12,63479,Q2 2012,0,1.0,2
70054,93985,60,Completed,0.2024,5.0,B,8.0,Debt Consolidation,Employed,NY,Other,False,0.0,6250.0,0.0,11900,2012-11-06,77507,Q4 2012,0,0.0,83
70055,93987,36,Defaulted,0.3423,1.0,HR,4.0,Other,Not employed,NC,Other,False,0.0,0.0,0.0,1650,2010-05-03,42138,Q2 2010,0,0.0,15
70058,93990,36,Completed,0.2599,3.0,D,6.0,Home Improvement,Employed,TN,Accountant/CPA,True,0.0,4666.666667,0.0,5000,2011-04-06,48301,Q2 2011,0,0.0,53
70061,93995,12,Completed,0.1434,4.0,C,7.0,Other,Employed,MI,Nurse (RN),True,0.0,5833.333333,0.0,2000,2012-01-19,59102,Q1 2012,0,0.0,29
70070,94005,36,Defaulted,0.2699,3.0,D,5.0,Debt Consolidation,Employed,IL,Computer Programmer,True,0.0,2666.666667,0.0,2000,2011-09-07,53015,Q3 2011,0,0.0,1
70076,94012,36,Completed,0.275,3.0,D,7.0,Debt Consolidation,Employed,CA,Professional,False,0.0,3916.666667,0.0,2000,2010-12-13,45809,Q4 2010,0,2.0,71
70078,94015,36,Completed,0.093,7.0,AA,9.0,Debt Consolidation,Employed,CA,Computer Programmer,True,0.0,8750.0,0.0,8000,2010-07-12,43379,Q3 2010,0,0.0,319
70084,94021,36,Completed,0.2265,4.0,C,8.0,Other,Employed,AL,Other,True,0.0,3750.0,0.0,4500,2009-10-02,38782,Q4 2009,0,0.0,208
70088,94027,36,Completed,0.3099,2.0,E,4.0,Debt Consolidation,Employed,CA,Clerical,False,25.0,4166.666667,2.0,7500,2011-09-26,53663,Q3 2011,0,2.0,42
70089,94028,36,Completed,0.0759,7.0,AA,9.0,Debt Consolidation,Employed,MN,Nurse (RN),True,0.0,6333.333333,0.0,8500,2013-09-05,100715,Q3 2013,0,0.0,173
70090,94029,36,Completed,0.3199,2.0,E,4.0,Other,Employed,TX,Military Enlisted,False,2.0,4750.0,0.0,7500,2011-05-31,49869,Q2 2011,0,0.0,176
70093,94042,36,Completed,0.2444,2.0,E,6.0,Auto,Employed,GA,Administrative Assistant,False,1.0,6250.0,1.0,1800,2010-03-15,41187,Q1 2010,0,1.0,120
70095,94044,36,Completed,0.328,1.0,HR,5.0,Other,Employed,OR,Other,False,0.0,1916.666667,0.0,3500,2010-05-18,42536,Q2 2010,0,0.0,180
70096,94047,12,Completed,0.0608,6.0,A,9.0,Home Improvement,Employed,TX,Clergy,False,0.0,3750.0,0.0,3500,2012-02-24,60955,Q1 2012,0,0.0,67
70108,94064,12,Completed,0.0499,7.0,AA,10.0,Other,Employed,CA,Engineer - Mechanical,False,0.0,7250.0,0.0,3500,2011-02-24,47374,Q1 2011,0,0.0,52
70110,94066,36,Completed,0.1616,6.0,A,8.0,Debt Consolidation,Employed,TX,Professional,False,11.0,4333.333333,1.0,7500,2009-10-28,39198,Q4 2009,0,0.0,157
70111,94069,36,Defaulted,0.2699,3.0,D,7.0,Home Improvement,Employed,TX,Executive,True,1.0,6833.333333,0.0,5000,2011-02-25,47345,Q1 2011,0,1.0,90
70112,94070,36,Completed,0.25,1.0,HR,6.0,Debt Consolidation,Employed,GA,Computer Programmer,True,21.0,6916.666667,1.0,3000,2010-10-19,44875,Q4 2010,1,6.0,87
70113,94071,36,Completed,0.2699,2.0,E,3.0,Debt Consolidation,Employed,CA,Professional,False,49.0,2872.333333,0.0,4000,2013-09-23,102494,Q3 2013,0,0.0,5
70114,94072,36,Completed,0.102,6.0,A,9.0,Auto,Employed,CA,Analyst,False,0.0,4583.333333,2.0,12000,2010-02-19,40905,Q1 2010,0,0.0,453
70116,94076,36,Completed,0.2005,4.0,C,9.0,Debt Consolidation,Employed,TN,Accountant/CPA,True,2.0,6500.0,0.0,3500,2010-02-04,40720,Q1 2010,0,0.0,127
70117,94077,36,Completed,0.15,5.0,B,8.0,Debt Consolidation,Employed,IL,Computer Programmer,False,0.0,5416.666667,0.0,9000,2009-12-31,40256,Q4 2009,0,0.0,337
70119,94080,36,Defaulted,0.35,1.0,HR,1.0,Debt Consolidation,Employed,CA,Other,False,4.0,4166.666667,1.0,3000,2010-12-03,45668,Q4 2010,1,0.0,39
70122,94083,36,Completed,0.2699,3.0,D,6.0,Debt Consolidation,Employed,GA,Sales - Commission,False,3.0,2500.0,0.0,5000,2011-09-30,54104,Q3 2011,0,0.0,8
70132,94098,36,Completed,0.31,3.0,D,7.0,Other,Employed,TN,Attorney,True,42.0,9166.666667,0.0,4000,2010-08-10,43895,Q3 2010,0,1.0,86
70135,94101,36,Completed,0.3199,2.0,E,5.0,Other,Employed,NE,Other,True,0.0,7166.666667,0.0,5000,2011-02-07,46850,Q1 2011,0,0.0,69
70137,94105,60,Completed,0.1914,4.0,C,5.0,Debt Consolidation,Employed,PA,Professional,True,0.0,12166.666667,2.0,5000,2013-07-17,95421,Q3 2013,0,0.0,1
70140,94108,60,Completed,0.1519,5.0,B,7.0,Debt Consolidation,Other,GA,Other,True,0.0,4166.666667,1.0,12000,2013-04-01,87165,Q2 2013,0,0.0,170
70141,94109,36,Defaulted,0.108,6.0,A,9.0,Debt Consolidation,Employed,AZ,Professional,True,0.0,5416.666667,1.0,11000,2010-08-12,43928,Q3 2010,0,0.0,280
70143,94111,36,Completed,0.198,4.0,C,3.0,Debt Consolidation,Employed,PA,Laborer,False,0.0,2500.0,0.0,2000,2013-11-13,110019,Q4 2013,0,0.0,1
70144,94112,36,Completed,0.1895,3.0,D,7.0,Debt Consolidation,Employed,OH,Sales - Retail,False,0.0,800.0,1.0,1500,2010-03-22,41334,Q1 2010,0,0.0,65
70150,94118,36,Completed,0.2324,4.0,C,5.0,Home Improvement,Employed,PA,Professional,False,0.0,7333.333333,0.0,15000,2010-04-15,41778,Q2 2010,0,0.0,178
70153,94122,60,Completed,0.3304,2.0,E,1.0,Other,Employed,MI,Administrative Assistant,False,15.0,2666.666667,2.0,4000,2012-05-16,65561,Q2 2012,0,0.0,51
70156,94125,36,Completed,0.201,4.0,C,10.0,Auto,Employed,TN,Construction,False,0.0,5850.0,0.0,3600,2009-12-08,39809,Q4 2009,0,0.0,195
70162,94132,36,Completed,0.092,6.0,A,9.0,Auto,Employed,NY,Skilled Labor,True,0.0,4250.0,1.0,4600,2010-03-23,41416,Q1 2010,0,0.0,167
70163,94133,36,Completed,0.1399,5.0,B,8.0,Other,Employed,NY,Construction,True,0.0,10000.0,0.0,15000,2011-03-22,47914,Q1 2011,0,0.0,301
70164,94134,36,Completed,0.0999,6.0,A,9.0,Auto,Employed,MN,Teacher,True,0.0,5000.0,0.0,6000,2012-03-29,62795,Q1 2012,0,0.0,57
70168,94138,36,Completed,0.2556,4.0,C,5.0,Other,Employed,OH,Engineer - Electrical,True,0.0,5905.75,0.0,5500,2009-10-19,38978,Q4 2009,0,0.0,95
70169,94139,12,Completed,0.1592,4.0,C,5.0,Debt Consolidation,Employed,GA,Engineer - Electrical,False,0.0,5583.333333,0.0,4500,2013-02-22,85577,Q1 2013,0,0.0,104
70170,94140,36,Completed,0.2958,2.0,E,8.0,Other,Employed,TN,Military Officer,False,0.0,5833.333333,0.0,4000,2012-05-24,66599,Q2 2012,0,0.0,35
70178,94150,36,Completed,0.35,1.0,HR,5.0,Auto,Employed,TX,Other,False,13.0,1416.666667,0.0,2500,2010-10-19,44867,Q4 2010,0,0.0,72
70183,94155,60,Completed,0.096,7.0,AA,10.0,Other,Employed,TX,Analyst,False,0.0,6583.333333,0.0,16000,2011-04-15,48539,Q2 2011,0,0.0,317
70184,94156,36,Completed,0.2566,3.0,D,3.0,Debt Consolidation,Employed,CA,Professional,True,2.0,5750.0,0.0,5000,2013-07-23,96739,Q3 2013,0,1.0,44
70185,94158,36,Defaulted,0.2699,3.0,D,7.0,Other,Not employed,OH,Other,False,0.0,0.0,0.0,5000,2011-08-31,52874,Q3 2011,0,0.0,36
70186,94159,36,Completed,0.3177,1.0,HR,4.0,Other,Employed,MI,Analyst,True,0.0,6708.333333,0.0,4000,2012-04-18,63834,Q2 2012,0,0.0,8
70188,94161,60,Completed,0.2498,4.0,C,7.0,Other,Employed,MD,Military Enlisted,False,0.0,6666.666667,0.0,12700,2012-09-20,74514,Q3 2012,0,0.0,3
70189,94162,36,Defaulted,0.2124,4.0,C,4.0,Other,Employed,AL,Professional,False,3.0,4750.0,0.0,10000,2013-08-28,100444,Q3 2013,0,1.0,117
70190,94163,12,Completed,0.1932,3.0,D,7.0,Debt Consolidation,Employed,NC,Professional,False,4.0,8333.333333,0.0,5000,2012-11-27,78394,Q4 2012,0,1.0,66
70192,94166,36,Completed,0.13,5.0,B,8.0,Home Improvement,Employed,CA,Other,True,0.0,2291.666667,0.0,2200,2010-08-25,44152,Q3 2010,0,1.0,150
70193,94168,36,Defaulted,0.2932,2.0,E,4.0,Debt Consolidation,Other,KS,Other,False,0.0,916.666667,0.0,3000,2013-07-18,95757,Q3 2013,0,0.0,1
70200,94181,36,Completed,0.1664,5.0,B,8.0,Other,Other,WI,Other,True,0.0,2684.0,0.0,4400,2011-11-25,56584,Q4 2011,0,0.0,98
70208,94191,36,Completed,0.3177,1.0,HR,4.0,Debt Consolidation,Employed,MI,Military Officer,True,0.0,2300.0,0.0,3500,2012-01-25,59417,Q1 2012,0,0.0,48
70209,94193,36,Completed,0.35,1.0,HR,3.0,Other,Employed,VA,Other,False,0.0,2333.333333,0.0,1000,2010-11-30,45658,Q4 2010,0,0.0,11
70210,94194,36,Defaulted,0.1599,5.0,B,6.0,Business,Employed,CA,Engineer - Mechanical,False,0.0,10541.666667,0.0,25000,2013-05-22,91154,Q2 2013,0,0.0,363
70214,94202,36,Completed,0.2499,3.0,D,6.0,Debt Consolidation,Employed,NY,Administrative Assistant,True,18.0,6916.666667,0.0,11500,2012-06-12,67730,Q2 2012,0,1.0,27
70227,94219,60,Completed,0.2432,3.0,D,2.0,Other,Employed,MA,Executive,True,0.0,5583.333333,0.0,10000,2013-07-22,95997,Q3 2013,0,0.0,99
70229,94221,36,Completed,0.35,1.0,HR,4.0,Other,Employed,NY,Skilled Labor,False,4.0,3166.666667,0.0,1500,2010-07-13,43380,Q3 2010,0,0.0,51
70231,94224,36,Completed,0.071,7.0,AA,10.0,Other,Employed,TN,Other,True,0.0,3750.0,0.0,1500,2010-05-26,42691,Q2 2010,0,0.0,55
70232,94225,36,Completed,0.23,3.0,D,7.0,Debt Consolidation,Employed,WA,Other,False,0.0,1960.166667,0.0,1550,2010-03-26,41435,Q1 2010,0,0.0,46
70235,94230,36,Defaulted,0.3108,2.0,E,5.0,Other,Employed,IN,Waiter/Waitress,False,0.0,1333.333333,0.0,3000,2011-11-30,56759,Q4 2011,0,0.0,28
70236,94231,60,Completed,0.1564,6.0,A,8.0,Debt Consolidation,Employed,NY,Professional,False,0.0,14166.666667,1.0,9800,2013-01-08,80706,Q1 2013,0,0.0,57
70245,94245,36,Completed,0.0974,6.0,A,8.0,Debt Consolidation,Employed,NC,Executive,True,0.0,20000.0,1.0,20000,2012-01-04,58493,Q1 2012,0,0.0,2
70247,94248,36,Completed,0.092,6.0,A,9.0,Business,Employed,AZ,Engineer - Electrical,True,3.0,6250.0,0.0,6000,2010-04-12,41794,Q2 2010,0,0.0,191
70248,94249,36,Completed,0.092,6.0,A,9.0,Debt Consolidation,Employed,NC,Professional,True,0.0,3333.333333,0.0,2500,2010-06-08,42822,Q2 2010,0,0.0,92
70249,94250,36,Defaulted,0.3177,1.0,HR,4.0,Other,Employed,WA,Nurse (RN),True,0.0,4166.666667,0.0,3000,2012-07-18,70711,Q3 2012,0,0.0,39
70251,94252,36,Completed,0.3177,1.0,HR,5.0,Other,Employed,NE,Other,True,0.0,2500.0,0.0,2000,2012-10-24,76844,Q4 2012,0,0.0,39
70252,94253,36,Completed,0.108,6.0,A,9.0,Debt Consolidation,Employed,DC,Civil Service,True,0.0,6258.333333,1.0,6800,2010-10-22,44946,Q4 2010,0,0.0,129
70257,94258,36,Completed,0.2599,3.0,D,7.0,Home Improvement,Employed,MA,Truck Driver,True,5.0,4166.666667,0.0,10000,2011-10-27,55048,Q4 2011,0,0.0,58
70264,94267,36,Completed,0.1151,6.0,A,9.0,Home Improvement,Employed,TX,Other,False,0.0,11000.0,0.0,5258,2012-07-19,70771,Q3 2012,0,0.0,102
70268,94271,36,Defaulted,0.1599,5.0,B,8.0,Home Improvement,Employed,AK,Food Service,False,0.0,2500.0,0.0,7000,2011-07-21,51457,Q3 2011,0,0.0,121
70269,94273,36,Defaulted,0.3149,2.0,E,4.0,Debt Consolidation,Employed,IL,Nurse (RN),True,31.0,4166.666667,0.0,3000,2011-11-14,56075,Q4 2011,0,1.0,10
70274,94281,36,Completed,0.3177,1.0,HR,4.0,Business,Self-employed,WA,Construction,True,0.0,2500.0,0.0,3000,2012-06-06,67459,Q2 2012,0,0.0,20
70278,94286,36,Completed,0.2561,3.0,D,7.0,Debt Consolidation,Not employed,VA,Other,False,0.0,0.0,0.0,10000,2011-11-25,56602,Q4 2011,0,0.0,16
70283,94293,36,Completed,0.0942,6.0,A,9.0,Debt Consolidation,Employed,IN,Professional,True,0.0,5125.0,0.0,6500,2009-08-19,38231,Q3 2009,0,0.0,93
70284,94294,36,Completed,0.275,3.0,D,8.0,Debt Consolidation,Employed,MI,Tradesman - Mechanic,False,3.0,2916.666667,0.0,3000,2010-08-25,44123,Q3 2010,0,0.0,90
70288,94301,36,Completed,0.2859,2.0,E,2.0,Debt Consolidation,Employed,NJ,Police Officer/Correction Officer,True,2.0,9833.333333,0.0,3000,2013-02-28,85602,Q1 2013,0,5.0,52
70289,94302,36,Defaulted,0.2024,4.0,C,4.0,Debt Consolidation,Employed,IN,Engineer - Electrical,True,0.0,9166.666667,1.0,11000,2012-02-16,60626,Q1 2012,0,0.0,1
70291,94304,36,Completed,0.2699,3.0,D,6.0,Debt Consolidation,Other,CA,Other,False,27.0,1440.0,0.0,4000,2011-08-24,52454,Q3 2011,0,0.0,8
70305,94322,36,Completed,0.0899,7.0,AA,10.0,Home Improvement,Employed,CA,Computer Programmer,True,9.0,13333.333333,0.0,22000,2011-08-31,52876,Q3 2011,0,1.0,330
70311,94330,36,Defaulted,0.0835,6.0,A,10.0,Other,Employed,GA,Other,False,0.0,2369.5,0.0,1000,2010-01-13,40377,Q1 2010,0,0.0,39
70313,94333,36,Completed,0.2355,4.0,C,7.0,Debt Consolidation,Employed,MD,Administrative Assistant,True,0.0,4583.333333,0.0,10000,2010-06-25,43166,Q2 2010,0,0.0,368
70315,94335,36,Completed,0.083,7.0,AA,9.0,Debt Consolidation,Employed,MA,Executive,True,0.0,8333.333333,0.0,6000,2010-06-15,42976,Q2 2010,0,0.0,186
70319,94341,36,Defaulted,0.1875,4.0,C,8.0,Other,Employed,NC,Other,False,0.0,5416.666667,0.0,4000,2010-02-02,40705,Q1 2010,0,0.0,272
70320,94342,36,Completed,0.3177,1.0,HR,4.0,Other,Employed,TX,Pilot - Private/Commercial,True,0.0,16666.666667,0.0,4000,2012-10-29,77072,Q4 2012,0,0.0,12
70321,94343,36,Completed,0.35,1.0,HR,4.0,Debt Consolidation,Employed,MO,Skilled Labor,False,0.0,1666.666667,1.0,4000,2009-11-06,39307,Q4 2009,0,0.0,27
70322,94344,36,Completed,0.1499,5.0,B,8.0,Other,Employed,WA,Other,False,1.0,5000.0,0.0,4000,2011-05-16,49335,Q2 2011,0,0.0,79
70323,94345,36,Completed,0.0715,7.0,AA,10.0,Other,Employed,GA,Executive,True,0.0,5583.333333,0.0,1000,2009-12-03,39825,Q4 2009,0,0.0,52
70331,94356,36,Completed,0.215,4.0,C,5.0,Debt Consolidation,Employed,VA,Scientist,True,0.0,5416.666667,0.0,7000,2009-08-11,38157,Q3 2009,0,0.0,274
70335,94365,36,Defaulted,0.3199,2.0,E,5.0,Debt Consolidation,Other,NC,Other,False,0.0,6083.333333,0.0,7500,2011-01-28,46673,Q1 2011,0,0.0,141
70336,94366,36,Defaulted,0.264,3.0,D,6.0,Auto,Employed,FL,Other,True,0.0,3083.333333,0.0,2500,2010-01-08,40340,Q1 2010,0,0.0,126
70339,94372,12,Completed,0.107,6.0,A,9.0,Home Improvement,Employed,NY,Professional,True,0.0,7500.0,0.0,2800,2011-10-25,54917,Q4 2011,0,0.0,37
70340,94373,36,Completed,0.3199,2.0,E,5.0,Debt Consolidation,Employed,NY,Other,True,0.0,8750.0,0.0,7500,2011-07-12,51118,Q3 2011,0,0.0,54
70342,94375,36,Completed,0.316,2.0,E,2.0,Debt Consolidation,Employed,FL,Laborer,False,0.0,1286.083333,1.0,4000,2011-11-21,56386,Q4 2011,0,1.0,79
70343,94377,36,Completed,0.2599,3.0,D,6.0,Other,Employed,WA,Accountant/CPA,False,20.0,6166.666667,0.0,2000,2011-05-12,49264,Q2 2011,0,3.0,2
70345,94380,60,Defaulted,0.183,5.0,B,7.0,Business,Employed,IN,Skilled Labor,True,0.0,6250.0,2.0,15000,2012-07-06,69207,Q3 2012,0,0.0,63
70347,94382,36,Completed,0.2699,3.0,D,5.0,Other,Employed,CA,Analyst,True,0.0,4583.333333,0.0,10000,2011-10-07,54209,Q4 2011,0,0.0,50
70351,94391,36,Completed,0.2049,4.0,C,7.0,Other,Employed,FL,Police Officer/Correction Officer,False,0.0,3000.0,0.0,4000,2012-03-19,62113,Q1 2012,0,0.0,53
70357,94401,60,Completed,0.183,5.0,B,6.0,Debt Consolidation,Employed,GA,Professional,True,0.0,4000.0,1.0,15000,2012-04-23,64035,Q2 2012,0,0.0,216
70358,94402,36,Completed,0.1215,6.0,A,9.0,Debt Consolidation,Employed,LA,Professional,True,0.0,11583.333333,0.0,15000,2010-10-29,45093,Q4 2010,0,0.0,320
70360,94404,60,Completed,0.2432,3.0,D,2.0,Other,Employed,CO,Other,True,0.0,25000.0,0.0,15000,2013-07-01,94110,Q3 2013,0,0.0,1
70365,94410,36,Defaulted,0.3199,1.0,HR,2.0,Debt Consolidation,Employed,NC,Accountant/CPA,True,0.0,2340.0,0.0,4000,2011-06-28,50637,Q2 2011,0,0.0,43
70372,94419,12,Completed,0.1279,5.0,B,8.0,Other,Employed,PA,Professor,False,0.0,8141.666667,0.0,3000,2012-08-28,73217,Q3 2012,0,0.0,77
70374,94421,36,Completed,0.35,1.0,HR,4.0,Home Improvement,Employed,CO,Other,False,0.0,1896.0,0.0,3000,2009-12-31,40220,Q4 2009,0,0.0,22
70376,94424,60,Completed,0.187,4.0,C,5.0,Debt Consolidation,Employed,PA,Analyst,False,0.0,5625.0,0.0,5500,2013-11-12,110743,Q4 2013,0,1.0,1
70384,94435,60,Completed,0.2284,4.0,C,4.0,Debt Consolidation,Employed,TX,Professional,False,0.0,7581.0,0.0,10000,2013-04-16,88098,Q2 2013,0,0.0,1
70385,94436,36,Completed,0.3149,2.0,E,4.0,Debt Consolidation,Self-employed,TX,Other,True,0.0,8150.0,0.0,7500,2011-10-26,54986,Q4 2011,0,0.0,14
70386,94437,36,Completed,0.3125,1.0,HR,5.0,Business,Employed,IN,Professional,False,0.0,5000.0,1.0,2000,2011-03-22,47904,Q1 2011,0,0.0,12
70389,94440,36,Defaulted,0.2599,3.0,D,7.0,Debt Consolidation,Employed,CO,Administrative Assistant,True,0.0,3875.0,0.0,10000,2011-11-23,56346,Q4 2011,0,0.0,24
70392,94443,12,Completed,0.0609,6.0,A,10.0,Other,Employed,CA,Computer Programmer,False,0.0,7666.666667,3.0,3480,2012-02-22,60840,Q1 2012,0,0.0,64
70393,94445,36,Completed,0.149,5.0,B,8.0,Debt Consolidation,Employed,VA,Teacher,True,1.0,4416.666667,0.0,8000,2011-01-12,46552,Q1 2011,0,0.0,120
70401,94454,36,Completed,0.1768,5.0,B,8.0,Other,Employed,IL,Clerical,False,6.0,3666.666667,0.0,2500,2012-06-27,68806,Q2 2012,0,0.0,25
70405,94461,36,Defaulted,0.3177,1.0,HR,5.0,Other,Employed,PA,Food Service,False,0.0,1649.166667,0.0,4000,2011-11-30,56777,Q4 2011,0,0.0,12
70407,94465,36,Completed,0.3177,1.0,HR,4.0,Debt Consolidation,Employed,GA,Social Worker,True,2.0,5832.0,0.0,4000,2012-09-21,74930,Q3 2012,0,1.0,73
70408,94466,36,Defaulted,0.0835,6.0,A,9.0,Debt Consolidation,Employed,GA,Professional,True,0.0,5609.0,0.0,5488,2009-12-31,40246,Q4 2009,0,0.0,184
70414,94474,36,Defaulted,0.1449,5.0,B,7.0,Other,Not employed,OH,Other,False,0.0,0.0,1.0,13000,2012-04-18,63850,Q2 2012,0,0.0,222
70416,94476,36,Completed,0.1799,5.0,B,8.0,Other,Employed,CA,Other,False,0.0,3750.0,0.0,3000,2011-11-15,56099,Q4 2011,0,0.0,44
70420,94483,36,Completed,0.295,3.0,D,7.0,Debt Consolidation,Employed,NJ,Other,False,0.0,5000.0,0.0,2500,2011-01-06,46426,Q1 2011,0,1.0,51
